age,education,day,month,y
33,secondary,22,jul,no
33,tertiary,27,mar,no
29,secondary,12,may,no
61,tertiary,3,apr,no
38,tertiary,15,apr,yes
58,secondary,20,apr,no
25,secondary,4,jun,yes
58,tertiary,19,nov,no
52,secondary,26,may,no
52,secondary,15,may,no
54,secondary,21,nov,no
35,secondary,9,may,yes
32,tertiary,2,jun,no
36,secondary,11,may,no
36,secondary,17,nov,no
31,secondary,1,jul,no
30,primary,4,jul,no
60,primary,22,aug,no
28,secondary,7,apr,no
50,secondary,2,jun,no
42,secondary,17,jun,no
30,secondary,16,may,no
57,secondary,17,nov,no
59,primary,18,may,no
31,primary,23,may,no
42,secondary,8,feb,no
43,secondary,19,aug,no
39,tertiary,2,jun,no
60,secondary,28,aug,no
32,unknown,18,may,no
44,tertiary,3,feb,no
24,secondary,30,may,no
52,primary,12,aug,no
43,secondary,9,apr,no
33,tertiary,27,aug,yes
47,tertiary,5,may,no
50,secondary,14,may,no
48,secondary,17,nov,no
35,secondary,22,aug,no
45,secondary,7,jul,no
32,tertiary,9,may,no
35,tertiary,25,jul,yes
28,secondary,18,feb,yes
37,tertiary,5,jun,no
45,primary,15,jul,yes
58,tertiary,9,jun,no
43,tertiary,29,jan,no
57,secondary,5,feb,yes
33,secondary,14,may,yes
37,secondary,10,jul,no
33,tertiary,5,aug,no
52,primary,15,may,no
34,primary,20,may,no
36,secondary,27,feb,no
38,secondary,29,may,no
35,primary,5,may,no
40,secondary,17,apr,no
45,primary,9,jun,no
56,primary,7,may,no
35,secondary,7,jul,no
52,secondary,27,jan,yes
34,secondary,27,may,no
36,secondary,7,may,no
35,secondary,6,may,no
47,secondary,29,may,no
83,primary,13,sep,no
43,tertiary,7,aug,no
44,secondary,20,apr,yes
56,tertiary,30,jun,no
45,secondary,4,feb,no
56,secondary,2,jun,no
52,tertiary,25,may,yes
33,primary,21,nov,no
39,secondary,1,apr,no
36,tertiary,28,aug,no
41,secondary,8,may,no
32,secondary,29,may,no
29,tertiary,16,may,no
47,tertiary,20,jun,no
41,secondary,21,aug,no
45,tertiary,18,nov,no
53,tertiary,28,jan,no
37,secondary,5,may,no
51,secondary,25,aug,no
33,tertiary,3,feb,no
58,secondary,27,aug,no
33,secondary,2,mar,no
47,secondary,14,aug,no
35,tertiary,19,nov,no
46,secondary,14,may,no
58,secondary,7,aug,yes
49,tertiary,3,feb,no
55,primary,6,jun,no
41,tertiary,25,aug,no
45,secondary,2,feb,no
39,secondary,3,dec,yes
46,secondary,6,may,no
46,secondary,31,jul,no
36,secondary,1,apr,no
37,tertiary,30,may,no
35,secondary,16,may,no
39,secondary,16,apr,no
28,secondary,5,feb,no
58,secondary,10,feb,yes
20,secondary,11,may,no
52,secondary,22,aug,no
38,secondary,21,may,no
51,tertiary,17,apr,no
39,secondary,21,may,no
58,secondary,18,aug,no
38,tertiary,26,may,no
33,secondary,10,jul,no
37,secondary,3,jul,no
45,tertiary,10,sep,yes
41,tertiary,5,may,no
39,secondary,18,nov,no
69,primary,14,aug,no
40,secondary,29,may,no
47,primary,6,jun,no
52,secondary,11,jul,no
33,tertiary,16,apr,no
54,primary,26,aug,no
20,primary,12,jul,no
36,secondary,11,may,no
47,secondary,17,nov,no
47,secondary,21,nov,no
31,tertiary,29,aug,no
57,primary,26,mar,no
51,secondary,27,may,no
38,secondary,15,may,no
33,secondary,23,may,no
27,secondary,7,sep,no
53,unknown,6,feb,no
32,primary,31,jul,no
48,secondary,16,apr,no
67,unknown,4,aug,no
30,secondary,16,jul,yes
37,secondary,16,sep,no
64,secondary,8,mar,yes
35,secondary,31,jul,no
31,secondary,21,jul,no
46,tertiary,20,aug,no
29,secondary,8,jul,no
58,primary,12,may,no
43,secondary,20,apr,no
31,tertiary,20,nov,no
30,secondary,2,aug,no
46,secondary,20,jun,yes
36,secondary,11,may,yes
28,secondary,1,jun,yes
38,primary,19,nov,no
36,secondary,20,jun,no
56,tertiary,19,aug,no
31,primary,2,feb,no
38,secondary,5,may,no
44,primary,4,jun,no
47,secondary,21,may,yes
35,tertiary,20,apr,yes
34,secondary,15,jul,no
31,tertiary,18,nov,no
52,tertiary,10,nov,no
71,secondary,9,nov,no
54,tertiary,29,jul,no
31,secondary,21,nov,no
28,tertiary,18,jan,no
56,secondary,22,jul,no
57,primary,28,may,no
51,secondary,18,nov,no
55,secondary,12,may,no
59,primary,19,may,no
53,secondary,20,nov,no
31,secondary,17,apr,no
54,primary,5,may,no
31,secondary,5,may,no
45,primary,26,may,no
41,tertiary,7,aug,yes
59,unknown,19,nov,no
32,secondary,7,jul,yes
31,tertiary,24,jun,no
34,tertiary,29,jan,no
53,secondary,30,jan,no
50,unknown,29,may,no
55,secondary,5,feb,no
50,primary,28,aug,no
32,secondary,22,jul,no
35,secondary,13,may,no
29,tertiary,22,may,yes
31,secondary,21,jul,no
33,secondary,13,may,no
43,secondary,2,feb,no
35,secondary,3,jun,yes
43,secondary,4,jun,no
37,secondary,28,may,no
40,secondary,7,may,no
30,primary,13,apr,no
52,primary,13,may,yes
29,primary,16,may,no
53,tertiary,19,nov,no
49,tertiary,19,may,no
43,tertiary,2,feb,no
46,primary,6,feb,no
48,primary,19,may,no
52,secondary,23,jul,no
47,tertiary,20,jun,no
32,tertiary,4,feb,no
58,secondary,22,aug,no
73,primary,20,apr,yes
38,secondary,11,aug,no
25,secondary,16,jul,no
27,secondary,25,jul,no
69,unknown,13,aug,no
57,primary,11,may,no
38,secondary,20,apr,yes
32,secondary,21,oct,yes
56,primary,20,jun,no
45,primary,14,oct,no
51,tertiary,5,jun,no
55,secondary,5,nov,no
53,secondary,29,jul,no
53,secondary,12,may,no
34,tertiary,29,may,no
55,secondary,12,may,no
31,secondary,29,aug,no
30,tertiary,4,aug,yes
57,primary,1,jul,no
41,secondary,17,nov,no
35,tertiary,29,aug,no
34,secondary,17,apr,no
24,secondary,12,may,yes
55,tertiary,16,may,no
43,tertiary,13,oct,no
36,tertiary,28,jan,no
29,secondary,23,may,no
34,tertiary,29,may,no
25,secondary,14,apr,no
33,secondary,4,nov,no
45,tertiary,9,jun,no
42,secondary,15,jul,no
47,primary,3,jun,yes
31,secondary,12,may,no
37,secondary,17,apr,no
39,primary,15,may,no
47,secondary,29,aug,no
38,tertiary,8,aug,no
34,tertiary,20,apr,no
43,secondary,21,jul,no
32,tertiary,26,aug,no
30,secondary,29,jan,no
39,unknown,21,nov,no
31,secondary,12,may,yes
33,primary,6,aug,no
36,secondary,18,jun,no
53,secondary,20,jun,no
26,secondary,29,jan,no
34,secondary,21,jul,no
56,tertiary,6,may,no
32,tertiary,27,aug,no
52,tertiary,21,nov,no
39,tertiary,9,jun,no
41,secondary,25,jul,no
30,secondary,26,aug,no
45,primary,28,jan,no
36,tertiary,17,nov,no
32,primary,27,may,no
32,tertiary,8,oct,no
43,secondary,25,aug,yes
53,tertiary,27,aug,no
23,secondary,29,may,no
54,primary,11,may,no
38,unknown,6,may,no
45,secondary,5,feb,no
41,secondary,15,may,no
25,secondary,15,may,no
28,tertiary,18,jun,no
31,secondary,15,jul,no
43,tertiary,3,jun,no
44,tertiary,5,aug,no
59,tertiary,6,may,no
38,tertiary,21,jul,no
35,secondary,28,aug,no
50,primary,9,jul,no
27,secondary,18,may,no
34,tertiary,14,aug,no
58,secondary,12,may,yes
29,secondary,28,may,no
57,secondary,18,may,yes
44,tertiary,25,jul,no
37,tertiary,7,jul,yes
37,primary,20,may,no
34,secondary,20,aug,yes
45,secondary,1,sep,no
41,primary,14,may,no
42,secondary,14,aug,no
36,secondary,21,may,no
43,tertiary,22,sep,yes
28,secondary,17,jul,no
32,secondary,2,apr,yes
42,secondary,5,may,no
30,primary,21,nov,no
45,secondary,5,may,no
52,tertiary,30,jan,no
33,primary,17,apr,no
34,secondary,14,apr,no
44,primary,14,apr,yes
55,secondary,28,sep,no
31,secondary,26,may,no
33,secondary,15,may,no
53,unknown,20,jun,no
46,secondary,6,may,no
51,secondary,2,jun,no
47,primary,26,aug,no
53,primary,9,apr,no
72,secondary,3,sep,no
43,secondary,14,may,no
27,secondary,28,jan,no
34,secondary,21,aug,no
47,secondary,15,apr,no
38,tertiary,8,aug,no
59,tertiary,30,apr,no
46,secondary,29,jan,no
36,secondary,20,nov,no
46,secondary,5,feb,no
81,secondary,7,dec,no
49,primary,6,may,no
40,secondary,6,may,no
44,secondary,6,may,no
29,tertiary,24,jul,no
35,secondary,18,nov,no
50,primary,8,jul,no
47,primary,7,aug,no
46,tertiary,15,feb,yes
36,secondary,2,feb,no
28,tertiary,5,may,no
37,unknown,4,may,yes
36,secondary,30,jan,no
51,tertiary,2,jul,no
52,primary,26,aug,no
43,secondary,2,feb,no
33,tertiary,20,aug,yes
46,unknown,30,apr,no
32,secondary,7,may,no
29,primary,17,apr,no
52,secondary,17,nov,no
55,tertiary,18,may,yes
46,primary,8,aug,no
42,primary,23,jul,no
54,secondary,15,jun,no
33,secondary,12,may,no
49,secondary,2,jun,no
29,secondary,18,may,no
33,secondary,20,apr,no
40,secondary,4,jun,no
25,secondary,29,jul,no
51,secondary,2,feb,yes
73,secondary,4,sep,no
57,primary,6,may,no
27,tertiary,29,jan,no
30,secondary,17,nov,no
34,tertiary,5,feb,no
50,tertiary,17,jun,no
51,tertiary,19,nov,no
51,secondary,13,may,no
45,secondary,13,aug,no
40,secondary,21,nov,no
33,tertiary,29,aug,no
32,secondary,28,jan,no
31,secondary,13,may,no
56,secondary,21,jul,no
46,secondary,6,jun,no
61,secondary,31,jul,no
33,secondary,20,jun,no
58,tertiary,30,jan,no
54,secondary,15,sep,yes
34,tertiary,31,jul,no
28,tertiary,29,sep,yes
46,secondary,21,nov,no
53,tertiary,22,apr,yes
36,tertiary,23,may,no
45,primary,13,may,no
55,tertiary,5,aug,yes
36,secondary,11,jul,no
40,tertiary,28,may,no
50,tertiary,12,aug,no
54,secondary,28,oct,no
33,tertiary,12,aug,no
41,primary,15,jul,yes
33,secondary,21,may,no
31,secondary,2,jun,no
42,secondary,18,nov,no
56,secondary,17,nov,no
59,primary,28,jul,no
36,primary,14,jul,no
26,secondary,25,jul,no
56,unknown,23,jun,no
58,tertiary,21,nov,no
35,primary,30,may,no
26,tertiary,5,may,no
48,primary,14,may,no
40,secondary,30,may,no
38,secondary,22,may,no
51,tertiary,11,jul,no
47,primary,14,may,no
30,primary,28,may,no
55,secondary,20,jun,no
53,secondary,6,jun,no
37,secondary,20,may,no
55,secondary,13,oct,no
42,secondary,28,jan,no
35,tertiary,18,may,no
30,tertiary,2,feb,no
38,primary,17,apr,no
28,secondary,9,may,no
32,secondary,5,feb,no
34,tertiary,9,mar,yes
54,secondary,31,jul,no
45,unknown,18,nov,no
40,secondary,26,may,yes
60,tertiary,19,aug,no
37,secondary,22,jul,no
54,primary,12,may,no
31,secondary,15,may,no
30,tertiary,22,oct,yes
49,tertiary,31,aug,no
32,secondary,11,aug,no
53,tertiary,11,jun,no
51,tertiary,19,aug,no
23,unknown,12,may,yes
33,secondary,8,may,no
42,secondary,15,jul,no
27,primary,3,jun,no
31,secondary,11,may,no
25,tertiary,19,feb,no
34,tertiary,8,aug,no
31,tertiary,15,may,no
49,tertiary,11,jun,yes
37,secondary,13,may,no
46,secondary,15,may,yes
42,primary,19,nov,yes
44,secondary,19,may,no
36,secondary,20,apr,no
39,secondary,12,may,yes
57,primary,21,jul,no
39,secondary,20,jun,no
50,secondary,21,nov,no
60,tertiary,27,may,no
61,tertiary,18,aug,no
30,tertiary,30,dec,no
42,secondary,10,jul,no
35,secondary,23,may,no
24,secondary,30,apr,yes
43,primary,15,may,no
41,tertiary,27,feb,no
34,tertiary,15,may,no
57,tertiary,25,jul,no
28,secondary,17,apr,no
31,secondary,23,may,no
23,secondary,4,jun,no
44,primary,28,jul,no
72,primary,28,jun,no
48,primary,4,jun,no
36,secondary,11,jul,no
50,tertiary,18,nov,no
41,secondary,14,may,no
37,tertiary,3,jun,no
52,secondary,17,apr,no
43,primary,15,may,no
52,secondary,8,may,no
34,tertiary,18,nov,no
28,secondary,8,jul,yes
29,secondary,21,jul,no
42,secondary,17,nov,no
57,secondary,4,may,no
46,secondary,20,apr,no
47,secondary,22,may,no
42,tertiary,24,jul,no
60,secondary,26,mar,no
48,tertiary,18,jun,no
56,unknown,30,jul,no
33,tertiary,18,jul,no
58,secondary,14,aug,no
59,primary,7,aug,no
25,secondary,17,apr,no
41,secondary,19,nov,no
59,secondary,3,feb,no
29,secondary,18,may,no
50,secondary,18,nov,no
35,tertiary,20,nov,no
51,secondary,2,nov,no
49,secondary,4,jun,no
46,secondary,11,may,no
54,secondary,27,jan,yes
46,secondary,20,nov,no
31,secondary,30,jul,no
28,secondary,18,may,yes
64,secondary,13,feb,no
24,secondary,7,may,no
38,secondary,9,jun,no
43,tertiary,9,jun,yes
34,tertiary,9,may,no
24,secondary,28,may,no
37,secondary,20,apr,no
32,primary,26,may,no
52,tertiary,8,may,no
60,tertiary,15,jan,yes
47,tertiary,9,jun,no
50,secondary,29,oct,yes
33,tertiary,29,aug,no
49,primary,4,jun,no
41,secondary,19,aug,no
52,primary,6,may,no
30,tertiary,18,aug,no
50,primary,13,may,no
36,tertiary,22,jul,yes
48,primary,17,nov,no
30,secondary,27,may,yes
38,secondary,29,jan,no
41,secondary,14,may,no
26,tertiary,28,may,no
32,tertiary,14,jul,no
36,secondary,22,aug,no
42,unknown,18,may,no
51,tertiary,14,may,no
53,secondary,5,feb,no
31,secondary,19,nov,no
34,tertiary,2,jun,no
45,secondary,14,apr,no
36,primary,6,feb,no
28,secondary,25,jul,no
36,tertiary,13,aug,no
51,secondary,18,aug,no
33,secondary,21,may,yes
42,secondary,30,jul,no
48,tertiary,31,jul,no
54,tertiary,19,nov,no
32,secondary,2,feb,no
43,tertiary,14,jul,no
57,secondary,22,feb,no
42,tertiary,5,feb,no
44,tertiary,30,apr,yes
39,secondary,8,apr,no
33,primary,12,may,no
51,tertiary,13,jul,yes
55,tertiary,13,may,no
28,secondary,28,may,no
53,secondary,8,apr,no
59,tertiary,27,mar,yes
51,secondary,16,jun,yes
29,secondary,2,nov,no
57,primary,19,may,no
31,secondary,11,aug,no
42,secondary,15,may,no
37,tertiary,22,aug,no
33,secondary,20,may,no
37,secondary,5,jun,no
55,tertiary,12,aug,no
48,unknown,30,jul,no
34,secondary,17,apr,no
39,unknown,2,feb,no
54,secondary,6,jun,no
55,secondary,5,jun,no
30,tertiary,18,nov,no
49,secondary,17,apr,no
48,primary,28,jan,no
55,tertiary,14,aug,no
39,secondary,4,jun,no
30,tertiary,16,jul,no
32,tertiary,21,may,no
41,unknown,29,may,no
73,tertiary,5,feb,no
29,tertiary,16,nov,yes
25,secondary,25,jul,no
38,secondary,12,may,no
28,tertiary,6,may,no
54,secondary,10,aug,yes
33,secondary,6,apr,no
45,tertiary,11,aug,no
73,tertiary,22,jun,no
56,secondary,20,aug,no
58,secondary,26,may,yes
41,secondary,5,feb,no
36,tertiary,20,jun,no
37,tertiary,6,aug,no
57,secondary,9,jul,no
49,secondary,21,nov,no
67,unknown,14,jun,yes
60,primary,18,aug,no
45,primary,11,may,no
36,secondary,23,jul,yes
37,secondary,29,may,no
52,tertiary,5,aug,no
47,secondary,15,may,no
37,secondary,4,jun,no
25,secondary,7,may,no
34,secondary,4,may,yes
49,primary,16,jun,no
51,secondary,9,may,no
32,secondary,28,jan,no
47,secondary,22,aug,no
25,tertiary,21,jul,yes
44,primary,17,jun,no
34,secondary,19,apr,no
32,secondary,20,apr,no
58,tertiary,5,aug,no
46,secondary,15,jul,no
29,tertiary,5,jun,no
33,tertiary,28,jan,no
31,secondary,13,may,no
26,secondary,12,may,no
31,tertiary,20,nov,yes
51,primary,7,may,no
47,secondary,20,jun,no
30,tertiary,14,apr,yes
37,secondary,26,may,no
51,tertiary,19,nov,no
34,tertiary,3,jun,no
31,secondary,28,aug,no
37,tertiary,19,jun,no
51,secondary,20,apr,no
37,tertiary,7,aug,no
36,secondary,9,may,no
34,tertiary,22,aug,no
47,primary,4,feb,no
45,primary,28,may,no
46,secondary,12,aug,yes
55,secondary,20,may,no
56,secondary,9,jun,no
56,unknown,12,aug,no
36,tertiary,3,feb,no
53,secondary,13,may,no
33,secondary,9,jul,no
31,secondary,27,aug,no
44,primary,12,may,no
24,secondary,20,apr,no
52,primary,17,jun,no
55,primary,5,aug,no
39,secondary,8,may,yes
50,secondary,7,aug,no
58,tertiary,24,aug,no
35,tertiary,29,jan,no
53,tertiary,18,nov,no
49,secondary,5,may,no
36,secondary,4,jun,no
41,secondary,14,may,yes
29,secondary,23,may,no
34,tertiary,4,may,no
40,secondary,9,jun,no
46,tertiary,6,may,no
42,tertiary,5,nov,no
30,secondary,21,may,no
57,tertiary,8,aug,no
41,secondary,8,jul,no
42,tertiary,5,jun,no
45,secondary,7,dec,yes
60,primary,14,may,no
54,secondary,15,may,no
43,secondary,10,nov,yes
33,secondary,21,nov,no
59,tertiary,16,jul,no
40,secondary,17,nov,no
39,secondary,19,nov,no
28,secondary,8,may,no
28,tertiary,10,sep,yes
48,secondary,19,aug,no
39,tertiary,23,apr,no
39,tertiary,8,aug,yes
47,secondary,20,jun,no
35,secondary,4,jul,no
34,tertiary,5,feb,no
57,secondary,12,may,no
59,secondary,7,jul,no
23,secondary,13,may,no
39,tertiary,16,apr,no
83,primary,12,feb,no
39,tertiary,9,sep,yes
32,secondary,7,jul,no
33,tertiary,2,nov,no
73,primary,23,oct,yes
64,secondary,7,dec,no
60,tertiary,20,jun,no
35,secondary,18,nov,no
27,tertiary,29,jan,no
32,secondary,19,nov,no
56,tertiary,22,jul,no
30,secondary,30,jan,no
38,secondary,21,nov,no
25,tertiary,12,aug,no
40,primary,11,jul,no
57,primary,14,may,no
31,tertiary,28,aug,no
26,secondary,23,may,no
33,tertiary,17,apr,no
45,secondary,29,jan,no
26,secondary,14,oct,no
30,tertiary,26,aug,no
37,primary,15,jul,no
30,secondary,12,may,no
37,secondary,31,jul,no
34,secondary,6,may,no
74,tertiary,15,sep,yes
35,secondary,5,may,no
49,tertiary,18,nov,no
29,tertiary,27,may,no
52,primary,28,aug,no
27,secondary,7,may,no
30,tertiary,22,aug,no
32,secondary,8,jul,no
31,secondary,28,jul,no
31,secondary,29,may,no
34,secondary,13,aug,no
44,tertiary,17,jun,no
35,secondary,7,may,no
31,secondary,7,may,no
43,secondary,9,jul,no
21,secondary,20,apr,no
45,secondary,15,may,no
52,secondary,28,jan,no
42,secondary,20,jun,no
39,secondary,3,jun,no
56,secondary,2,feb,no
34,secondary,8,may,no
30,secondary,6,aug,no
34,secondary,8,may,no
29,secondary,20,apr,no
34,tertiary,8,sep,yes
37,primary,17,apr,no
33,secondary,19,nov,no
31,primary,18,may,no
44,secondary,4,may,no
38,secondary,4,jun,yes
32,secondary,29,jan,no
31,secondary,18,nov,no
34,secondary,7,may,no
25,tertiary,8,jul,no
40,primary,19,nov,no
29,primary,21,jul,no
25,secondary,16,aug,no
29,tertiary,24,aug,yes
43,tertiary,26,aug,yes
44,secondary,6,aug,no
37,secondary,29,jan,no
36,tertiary,19,jun,yes
30,tertiary,23,may,no
27,primary,28,jul,no
44,primary,17,jun,no
61,secondary,20,aug,no
49,secondary,16,jun,no
28,secondary,27,may,no
22,tertiary,16,apr,yes
32,secondary,7,may,no
45,secondary,2,feb,no
26,tertiary,6,feb,no
33,secondary,17,apr,no
48,secondary,6,may,no
42,secondary,18,nov,no
31,primary,19,nov,no
46,primary,27,may,no
57,primary,15,may,no
25,secondary,30,jul,no
50,tertiary,14,may,no
36,primary,2,jun,no
46,secondary,5,jun,no
26,secondary,5,jun,no
59,secondary,21,aug,no
35,tertiary,2,jun,no
33,tertiary,4,may,no
37,primary,31,jul,no
42,secondary,5,may,no
51,unknown,30,oct,no
51,secondary,23,jul,no
37,secondary,28,aug,no
34,tertiary,5,feb,yes
32,tertiary,4,aug,yes
38,secondary,14,may,no
30,secondary,6,may,no
35,primary,5,jun,no
61,secondary,15,oct,no
52,secondary,4,aug,no
43,secondary,6,may,no
38,secondary,27,may,no
53,tertiary,24,jul,no
29,secondary,16,apr,no
41,secondary,12,may,no
26,secondary,7,sep,no
26,tertiary,17,jul,no
23,secondary,3,jun,yes
49,secondary,26,may,no
28,tertiary,21,may,no
58,unknown,5,may,no
39,primary,9,jun,no
38,tertiary,31,jul,no
34,secondary,15,may,no
27,secondary,28,may,no
31,secondary,18,nov,no
51,primary,2,feb,no
35,tertiary,12,jul,yes
25,secondary,23,jul,no
39,secondary,19,nov,no
27,secondary,18,may,no
46,primary,28,jan,no
49,primary,6,feb,no
53,primary,30,jan,no
30,secondary,17,apr,no
30,secondary,14,jun,yes
31,tertiary,20,apr,no
34,secondary,10,jul,yes
37,secondary,6,feb,no
45,primary,18,aug,no
32,secondary,21,may,no
32,secondary,15,may,no
47,unknown,26,feb,no
37,secondary,16,jun,no
50,tertiary,6,aug,no
35,tertiary,20,nov,no
55,secondary,2,feb,no
28,secondary,12,may,no
55,secondary,1,jun,yes
31,tertiary,28,may,no
42,primary,22,may,yes
35,tertiary,29,jul,yes
35,tertiary,19,nov,no
34,tertiary,21,nov,no
29,secondary,7,may,no
58,secondary,22,sep,yes
41,primary,9,may,no
41,secondary,12,may,no
34,secondary,10,jul,no
24,secondary,27,may,no
34,tertiary,5,aug,no
26,secondary,29,jan,no
53,secondary,16,may,no
50,tertiary,5,may,no
33,secondary,28,jan,no
38,tertiary,1,jun,no
37,tertiary,21,may,no
34,secondary,13,apr,no
54,primary,4,jun,no
37,tertiary,30,may,no
36,unknown,8,mar,no
32,unknown,23,may,no
32,secondary,27,aug,no
52,secondary,18,nov,no
49,secondary,6,may,no
44,secondary,29,may,no
56,primary,18,jul,no
36,secondary,5,may,no
33,secondary,5,may,no
31,tertiary,13,aug,no
42,unknown,14,oct,no
30,tertiary,6,feb,no
48,secondary,13,may,no
56,secondary,15,may,yes
56,secondary,19,jun,no
38,secondary,4,aug,yes
28,secondary,28,jul,no
60,secondary,20,jun,no
39,secondary,11,may,no
35,tertiary,22,mar,yes
35,secondary,17,apr,no
55,unknown,13,may,no
38,tertiary,30,apr,yes
64,tertiary,19,oct,yes
46,unknown,16,jun,no
60,secondary,14,aug,no
38,secondary,11,may,no
28,secondary,2,feb,no
63,secondary,25,feb,yes
34,secondary,16,may,no
34,tertiary,25,sep,no
36,tertiary,16,apr,no
28,secondary,16,sep,yes
47,tertiary,11,jul,no
50,secondary,19,nov,no
58,tertiary,13,may,no
26,secondary,14,aug,yes
31,tertiary,20,nov,no
36,secondary,18,aug,no
44,secondary,12,jun,no
52,secondary,21,nov,no
59,secondary,15,jul,no
48,primary,29,jul,no
60,unknown,26,may,no
50,primary,19,jun,no
36,secondary,15,jul,no
25,secondary,8,jul,yes
61,primary,31,aug,yes
43,tertiary,19,aug,no
35,secondary,30,jul,no
43,tertiary,19,nov,no
59,primary,13,may,no
33,secondary,15,apr,no
31,secondary,14,may,no
24,secondary,18,may,no
26,tertiary,3,feb,no
59,secondary,6,may,no
26,secondary,16,jul,no
46,tertiary,20,jun,no
51,unknown,17,nov,no
32,tertiary,17,apr,no
50,tertiary,21,nov,no
40,secondary,11,jun,no
32,primary,2,jun,no
30,tertiary,27,aug,no
48,secondary,14,jul,no
30,secondary,16,jun,no
23,secondary,13,may,no
29,tertiary,28,may,no
47,secondary,1,jul,no
46,secondary,11,may,no
30,tertiary,21,aug,no
40,secondary,30,sep,yes
44,primary,6,may,no
53,secondary,17,jun,no
41,secondary,5,may,no
55,secondary,12,jun,no
41,secondary,14,may,no
49,secondary,8,may,no
33,secondary,3,jul,no
33,primary,12,may,no
19,primary,18,jan,no
54,secondary,18,nov,no
52,tertiary,18,jul,no
36,secondary,7,may,no
29,secondary,7,may,no
29,secondary,4,jun,no
46,secondary,26,aug,no
49,secondary,18,jun,no
39,secondary,2,jun,no
31,tertiary,1,jul,no
54,secondary,20,apr,no
24,tertiary,22,may,no
40,tertiary,8,apr,no
59,tertiary,11,aug,no
28,secondary,6,may,no
27,secondary,27,may,no
32,secondary,17,apr,no
42,tertiary,17,jun,no
35,unknown,16,sep,yes
30,secondary,23,may,no
40,secondary,20,aug,no
45,secondary,13,may,no
46,tertiary,11,aug,no
32,unknown,9,feb,no
28,secondary,29,jan,no
36,secondary,30,may,no
34,secondary,11,jul,no
77,tertiary,30,jun,no
38,tertiary,5,feb,no
26,secondary,16,nov,no
