hi_int_prncp_pd,out_prncp_inv,loan_amnt,int_rate,term
0,0,15000,11.49,36
0,0,17500,16.55,36
0,0,40000,16.02,36
0,0,14825,7.89,36
0,0,15500,24.08,60
0,0,15000,11.44,60
0,0,25000,18.24,60
0,4973.47,6050,7.21,36
0,0,25725,17.57,60
0,7640.26,8000,14.47,36
0,0,35000,24.99,60
0,0,12000,7.89,36
0,11856.22,14000,6.67,36
0,0,35000,9.44,60
0,540.72,4200,8.99,36
1,19411.43,30000,13.49,60
1,4496.72,9000,7.35,36
0,3815.28,11825,5.32,36
0,0,26400,15.59,60
0,3749.22,5000,9.43,36
0,0,8400,10.99,36
0,0,15000,18.99,60
1,18293.05,24800,14.07,36
0,0,14750,11.22,36
0,0,40000,7.39,36
1,17960.69,35000,12.99,60
1,19047.29,40000,9.75,60
0,3828.54,7000,12.62,36
0,0,30000,9.76,60
1,11972.57,15000,8.08,36
1,23095.74,25000,11.55,60
1,7502.09,10000,16.02,60
0,0,12000,15.31,60
0,110.32,1200,7.39,36
0,2172.47,10000,9.49,36
0,0,25000,17.57,60
0,0,2500,11.47,36
0,0,9000,14.08,36
0,0,1500,13.99,36
0,23240.49,35000,7.35,36
0,0,6500,6.97,36
0,0,5000,11.44,36
0,5330.18,8000,14.52,36
1,5137.99,6000,11.55,36
0,0,14400,5.32,36
0,14378.68,25000,5.32,36
0,0,24000,6.89,36
1,7215.07,20000,16.99,36
0,8924.45,10000,18.94,36
0,7133.1,7500,8.81,36
0,0,20400,25.49,60
1,13567.3,15000,11.06,36
0,34266.4,35000,17.97,60
0,1121.75,6000,9.49,36
0,0,16000,25.82,60
1,29387.02,35000,18.06,60
0,0,25000,9.17,36
0,18420.88,30800,27.34,60
0,0,28000,5.32,36
0,0,26000,20.2,60
0,647.84,5000,11.99,36
0,0,18000,9.67,36
1,28220.88,37000,12.62,60
0,0,10000,14.49,36
0,0,34000,8.9,36
0,0,8375,11.99,36
0,0,20000,16.02,36
0,33675.1,40000,15.05,60
0,0,15000,10.99,36
0,0,7000,10.99,36
0,0,16000,6.99,36
0,0,15000,5.32,36
1,5563.15,16000,12.29,60
0,0,11500,8.39,36
0,0,16000,11.99,36
0,0,6500,6.71,36
0,0,10400,13.99,36
1,10370.34,12000,9.44,60
1,14428.73,18000,15.05,60
0,0,10000,15.61,36
1,8836.69,12000,18.99,60
0,0,5725,13.99,36
0,0,6000,11.49,36
0,4473.9,6000,7.96,36
0,0,18000,8.59,60
0,0,23500,12.62,36
0,0,7500,7.9,36
0,0,35000,14.47,36
0,0,18000,15.31,36
0,0,25500,12.99,36
0,23116.33,25000,7.21,36
0,31652.21,40000,5.31,36
0,0,30000,11.39,36
1,23044.13,25000,16.91,60
0,0,15000,16.01,60
0,0,10000,6.03,36
0,6323.14,12000,7.21,36
0,0,4000,12.99,36
0,0,30000,17.99,60
0,3523.41,4000,11.55,36
0,8767.44,14400,7.07,36
1,15194.53,22400,18.99,60
0,0,9000,13.33,36
0,0,14000,16.01,60
0,0,8000,9.93,36
0,0,12000,5.32,36
0,0,9600,5.32,36
0,7670.79,10000,6.19,36
0,0,4000,13.59,36
0,732.93,3600,16.99,36
0,0,5000,7.07,36
0,0,4800,12.59,36
0,0,10000,15.05,36
0,545.58,6000,6.49,36
0,7485.93,16000,8.39,60
0,0,27075,16.01,36
0,0,18000,10.49,36
0,0,26000,17.99,36
0,615.5,5000,7.89,36
0,0,3600,9.17,36
0,0,22500,11.67,36
0,5194.23,8000,10.91,36
0,0,5600,11.49,36
0,305.81,2500,7.39,36
0,1573.66,4000,7.07,36
1,20189.46,21000,10.47,60
1,11661.77,17600,13.49,60
0,0,3000,9.93,36
0,0,8000,15.61,36
1,13250.14,15000,16.01,60
1,14811.15,16000,8.19,36
0,702.12,1000,9.43,36
0,0,6000,6.68,36
0,0,15000,27.34,60
0,0,19875,26.06,60
0,0,7200,13.98,36
0,12534.32,19000,6.08,36
1,14255.76,15000,20.89,60
0,0,16000,12.99,36
0,3396.93,5000,11.99,36
0,0,1600,5.32,36
0,3866.13,10400,11.39,36
0,0,6000,9.44,36
0,2831,10000,11.49,36
0,0,13000,9.76,36
0,1444.23,5000,13.49,36
0,2349.03,7000,7.21,36
0,0,18500,10.15,36
0,0,6500,6.24,36
0,258.39,8000,10.75,36
1,10121.23,15000,9.44,60
0,0,7000,9.75,36
0,713.44,3500,7.24,36
1,941.46,1000,24.37,36
0,26701.14,35000,14.07,36
0,1089.83,9600,7.99,36
0,0,10000,11.47,36
0,0,20000,15.05,60
1,15961.44,30000,18.99,60
1,17301.2,25200,14.08,60
0,0,24000,15.31,60
0,0,11950,18.99,60
0,0,10000,16.99,60
0,0,20000,13.44,36
1,5427.28,20000,7.49,36
0,0,10800,25.49,60
0,0,10125,13.35,36
0,0,18500,10.99,60
0,10686.24,18000,10.42,36
1,2090.8,11200,16.99,60
0,0,4000,9.75,36
1,28679.69,35000,12.62,60
0,0,2500,12.79,36
0,0,12000,6.49,36
0,0,10000,15.99,36
0,2808.4,5600,7.35,36
0,0,21000,11.14,36
1,4159.41,13900,13.99,60
0,0,22800,13.67,60
1,30476.54,33000,6.11,36
0,7772.06,10000,9.92,36
1,4633.02,6000,17.47,36
1,9275.2,10000,19.92,60
0,0,18000,17.1,60
1,1905.38,2400,16.46,36
1,38971.46,40000,10.33,60
0,0,9000,12.74,36
0,0,24000,7.39,60
1,13925.84,15000,20.39,60
0,0,21000,15.31,60
0,0,24000,6.24,36
0,0,22800,7.62,36
1,18375.55,20000,22.35,36
0,11533.54,16500,9.92,36
0,0,8400,10.78,36
0,0,13000,7.89,36
1,3218.38,17000,10.49,36
0,0,17000,21.85,60
0,0,5600,8.39,36
0,0,20000,11.99,36
0,0,10000,12.99,36
0,0,18000,7.99,36
0,0,18000,11.49,36
1,5205.33,25000,18.99,36
1,9465.71,12000,21.45,60
0,23777.03,25000,8.81,36
1,9570.55,12000,14.08,60
0,0,5000,11.22,36
0,0,16000,11.99,60
0,0,18000,7.89,36
0,0,22500,7.69,36
0,5721.05,10000,11.99,36
0,0,8400,18.25,36
0,6212.9,7500,10.08,36
0,0,12000,9.99,36
0,0,15700,30.84,60
0,20332.39,28000,30.99,60
0,0,4000,6.39,36
0,0,12350,18.99,36
0,0,20000,6.24,36
0,0,3000,12.79,36
0,0,12450,17.86,36
0,0,6000,12.39,36
0,0,18000,9.17,36
0,13895.26,15000,8.81,36
0,7601.39,8000,7.56,36
0,0,12850,15.59,36
0,0,3000,7.34,36
0,27651.53,32000,6.71,60
0,0,12000,6.89,36
0,0,18000,11.53,36
0,0,2600,10.99,36
0,0,8400,7.89,36
0,0,11200,17.09,36
0,0,14000,10.99,36
0,3969.75,7000,10.42,36
0,0,40000,26.3,60
0,0,10800,11.53,60
1,6908.23,7600,14.47,36
0,0,35000,7.99,36
0,18504.6,25000,6.07,36
1,32681.32,40000,11.99,60
0,0,12500,12.74,60
0,0,20000,8.19,36
0,0,9000,12.39,36
0,0,15200,16.55,36
0,0,11200,11.47,36
0,0,6000,9.17,36
0,0,8000,12.69,36
0,0,4000,11.99,36
1,9856.46,12000,26.3,60
0,5274.55,6000,10.47,36
0,0,28000,18.45,60
0,0,24000,7.69,36
0,0,20000,12.69,60
0,16979.66,20000,19.92,36
0,0,20000,8.18,60
0,6120.62,10000,7.97,36
0,0,4400,11.49,36
0,0,10800,6.24,36
0,3089.83,24000,11.47,36
1,12482.08,34600,16.99,36
0,4755.71,7000,11.99,36
0,0,10000,9.99,36
1,5452.21,16000,10.99,60
0,10615.21,30000,9.99,60
1,10844.34,12000,10.47,36
0,0,20000,12.49,36
0,4783.48,8500,9.44,36
0,0,24800,24.99,60
1,5726.65,7000,16.46,36
0,0,9000,7.69,36
0,0,16000,13.98,36
0,0,5000,10.47,36
0,0,35000,25.89,60
0,6459.06,10000,9.93,36
0,0,4200,13.67,36
0,301.12,4500,12.99,36
0,0,6000,10.99,36
0,309.73,5000,7.89,36
0,9794.47,15000,11.99,36
0,0,16000,21.99,60
1,13516.54,20000,10.91,36
1,28679.3,32000,11.05,60
0,0,10000,9.93,36
0,0,5525,10.75,36
0,0,12000,8.18,36
0,0,30000,12.49,36
0,13465.51,15000,6.11,36
0,0,15000,18.99,36
0,0,6600,20.99,36
0,23277.88,25000,11.8,60
0,0,19200,20.99,60
0,3984.88,12000,8.24,36
0,0,7000,8.39,36
0,0,8400,19.47,36
0,0,7000,8.18,36
0,7849.63,18000,5.32,36
0,478.59,8000,5.32,36
1,5813.62,7000,11.06,36
0,0,3000,12.29,36
0,6731.68,18000,7.24,36
1,13549.96,17500,11.99,60
1,11557.91,16000,10.42,60
0,0,8300,18.99,36
0,0,26400,9.99,60
0,0,18000,9.17,60
0,16226.72,20000,14.08,60
0,9075.82,15000,13.59,36
0,9646.65,30000,6.99,36
0,0,28000,9.99,60
0,0,35000,12.59,60
0,9592.41,15700,12.74,60
0,0,10000,11.99,36
1,2725.78,4000,12.62,36
0,0,12000,6.99,36
0,0,35000,22.35,60
1,8093.61,10000,13.59,60
1,7150.97,10000,15.05,36
0,4964.04,10000,12.61,36
0,7420.42,10000,6.71,36
0,0,8000,7.89,36
0,0,20400,13.67,36
0,10137.37,15000,10.91,36
1,4392.22,5000,10.08,36
0,6958.13,11000,6.08,36
0,0,35000,11.49,36
0,5565.11,7800,6.07,36
0,20709.75,25000,10.08,36
0,0,33600,17.1,60
0,0,2000,6.39,36
0,0,12000,10.75,60
0,0,28000,18.99,60
0,3355.75,7000,9.44,36
0,0,12000,12.59,60
0,2077.84,3500,10.42,36
0,0,8000,12.29,36
1,13477.61,17000,16.01,36
0,0,20000,19.42,36
0,9009.59,10000,8.46,36
0,8926.04,10000,6.11,36
0,0,1325,23.99,36
1,6320.11,14050,16.99,36
0,30982.5,35000,11.31,36
0,967.7,3000,5.32,36
0,15217.29,16000,8.81,36
0,5331.68,12000,13.18,60
0,0,12000,18.99,60
1,22586.74,25000,14.07,60
1,636.77,25000,18.92,60
1,7074.8,15000,7.35,36
0,0,7600,13.99,36
0,0,8000,9.17,36
0,0,8000,12.79,36
0,11337.68,20000,16.29,60
0,0,21000,6.62,36
0,0,12800,9.99,36
0,1938.2,5150,12.74,36
1,6550.5,21675,17.99,36
0,0,7000,11.49,36
1,9766.78,14000,11.49,60
0,0,6400,9.75,36
0,0,10000,10.64,36
0,0,10000,13.18,36
0,917.55,15000,6.97,36
1,11655.89,15000,9.92,36
0,0,10200,13.18,36
0,0,22425,15.59,60
0,0,12000,15.59,36
0,0,13475,22.4,60
0,0,8500,11.99,36
0,0,6000,14.16,36
0,0,7500,10.99,36
0,0,5000,12.74,36
0,0,28025,8.18,60
0,0,7500,14.31,36
0,1039.78,2000,5.32,36
0,1516.85,10000,6.99,36
0,11443.92,20000,8.99,60
1,4498.4,10000,16.99,36
0,13100.57,28000,8.39,60
0,0,21000,12.49,60
1,22001.42,25000,11.06,36
0,0,24000,7.39,36
0,0,14000,7.26,36
0,0,2625,12.29,36
0,0,10000,9.17,36
0,1625.58,20750,20.99,60
0,0,14400,14.64,60
0,7824.62,10000,11.98,36
0,0,5000,12.62,36
0,0,40000,12.74,36
0,0,9000,17.86,36
0,0,6225,16.29,36
0,0,5600,7.34,36
0,8984.83,10000,6.67,36
0,0,4000,6.89,36
0,0,18000,14.49,60
0,10861.92,25000,8.46,36
0,0,16000,7.89,36
0,0,14825,19.19,60
1,2461.05,15000,13.49,36
0,0,40000,8.59,36
0,0,11900,10.49,36
0,0,12000,10.08,60
0,3068.57,30000,15.31,36
1,13781.67,15000,22.35,36
0,0,15100,24.5,60
0,0,24000,14.65,60
0,0,12000,5.32,36
0,0,9000,7.89,36
0,0,15500,16.49,36
1,13845.83,35000,10.99,60
1,11926.86,21000,10.99,60
0,2140.81,4000,9.44,36
0,0,5000,11.49,36
0,0,11400,15.59,60
0,0,8000,14.65,36
0,0,7500,10.99,36
0,0,16750,16.59,36
0,13506.7,24000,9.44,36
1,5903.01,24000,10.99,60
0,0,20000,5.32,36
0,0,2500,15.05,36
0,0,23000,16.29,60
0,0,6000,8.99,36
0,0,5000,8.39,36
0,19802.51,22000,7.84,36
0,0,18000,12.99,60
0,11594.17,35000,7.99,36
0,0,16000,12.62,36
0,0,32300,14.85,36
1,16156.17,18900,10.9,60
0,0,10000,7.69,36
0,0,34000,12.99,60
0,0,6500,9.17,36
0,0,13000,16.78,60
0,10134.12,15000,10.91,36
0,0,4800,11.49,36
0,0,8000,10.99,36
0,0,40000,5.32,36
0,6439.99,15775,13.49,36
0,0,15000,10.99,36
0,1754,4500,8.24,36
0,0,21000,11.53,36
0,7111.19,10000,5.31,36
0,2600.74,7500,12.74,36
0,4460.53,24000,8.99,36
0,2879.22,3500,18.45,36
0,0,4275,22.74,36
0,0,14000,8.67,60
1,10740.25,12000,20.39,60
0,2972.12,3500,7.84,36
0,0,10000,15.31,36
0,0,24000,15.31,60
0,4328.45,8500,9.93,36
0,0,9000,9.93,36
0,0,25000,13.99,36
0,0,5000,9.17,36
0,0,14000,18.25,60
0,0,7000,5.32,36
0,8733.34,10000,20.89,36
0,10762.11,25000,7.91,60
0,0,6850,13.33,36
0,0,4000,10.64,36
0,0,25800,10.91,36
0,0,10000,6.08,36
0,0,30000,15.59,36
0,0,16000,16.14,60
0,6549.37,24000,7.99,36
0,0,10000,10.99,36
0,0,15000,12.69,36
0,0,30000,16.02,36
1,4375.76,10000,18.25,60
0,0,10000,5.32,36
1,6070.29,20000,18.25,36
0,0,11000,7.07,36
0,0,5000,13.98,36
0,0,13000,7.07,36
0,0,10000,16.29,36
0,19519.49,30000,19.03,36
0,0,35000,9.93,60
0,0,10000,9.99,36
0,0,16000,14.65,60
0,4690.11,15000,11.39,36
1,9627.04,10000,11.8,60
0,0,2500,18.99,36
0,0,6000,10.15,36
0,0,8000,7.99,36
0,0,20000,7.39,36
1,2427.18,4000,14.08,36
0,0,18000,11.99,60
0,0,13000,13.58,60
0,0,15000,14.49,60
0,0,8000,8.19,36
1,9998.13,12000,12.62,60
0,0,10000,12.69,36
0,0,5000,11.49,36
0,0,17000,14.99,60
0,0,13800,13.67,36
0,0,10800,13.67,60
0,0,9600,16.99,36
0,4078.12,4375,14.47,36
1,26245.17,35000,9.43,36
0,0,7000,12.49,36
1,13179.81,15000,9.58,60
0,8984.82,10000,6.67,36
1,14482.26,16000,11.55,36
0,0,8400,6.97,36
0,0,7150,20,36
0,0,25000,16.99,60
0,0,31075,6.72,36
1,3517.2,4000,24.37,36
0,19012.66,20000,8.19,36
1,3606.63,4500,19.42,36
0,0,18000,24.08,36
0,15025.06,20000,9.92,36
0,0,14875,16.99,60
0,0,20000,15.99,36
0,0,10000,6.03,36
0,1834.86,15000,7.39,36
0,0,4500,13.99,36
1,12783.36,15000,18.06,60
1,5167.06,6400,21.85,36
0,0,12000,5.32,36
0,0,35000,20.2,36
0,0,4700,9.75,36
0,10784.6,28000,9.17,60
0,17063.82,20000,28.72,60
1,12744.73,15600,11.99,60
0,5796.05,9000,17.09,36
0,0,20000,10.56,36
0,0,10000,11.49,36
0,0,10000,17.47,36
0,0,35000,21.18,60
0,1228.26,3925,11.49,36
0,3852.67,8400,11.49,36
0,0,10800,7.91,36
0,1955.31,6000,6.99,36
1,38543.83,40000,12.73,60
0,6444.04,12000,9.93,36
0,12157.18,20000,9.58,60
0,0,20000,10.15,36
0,0,12000,6.03,36
1,6846.31,10000,13.59,36
1,38092.8,40000,13.56,60
0,0,10000,11.99,36
0,0,5000,21.49,36
1,5338.44,10600,16.02,36
0,6841.88,21000,8.18,60
0,0,30000,10.99,36
0,657.41,10000,9.16,36
0,0,5000,14.31,36
0,0,10075,10.75,36
1,19774.62,22000,17.97,60
0,6539.82,25000,13.99,36
0,38007.02,40000,7.56,36
0,0,25600,13.49,60
1,15756.97,21000,16.02,60
1,9179.8,10000,15.02,60
0,0,10000,23.99,36
0,0,24000,8.39,36
1,24676.01,26000,11.06,60
0,8747.25,10000,7.84,36
0,0,28000,18.99,36
0,13925.15,15000,10.72,36
1,8464.29,18500,15.41,60
0,0,9600,8.9,36
0,0,5000,8.19,36
0,0,20000,12.74,36
0,4018.58,10800,11.49,36
0,0,5000,11.49,36
0,5673,10600,9.44,36
0,0,10000,13.99,36
0,0,6000,15.99,36
0,0,2650,13.99,36
0,0,3000,12.29,36
0,0,15600,9.17,36
0,2500.37,10000,10.49,36
0,3681.95,5500,6.72,36
0,0,10000,11.99,36
1,8226.47,16800,9.16,60
0,0,14000,6.99,36
0,0,16000,9.49,36
1,15496.31,20000,18.45,36
0,0,8000,13.33,36
0,0,25000,22.74,60
0,387.79,12000,10.75,36
0,0,27000,13.99,60
0,0,5200,7.89,36
0,0,5000,9.17,36
0,8284.31,40000,5.32,36
0,4239.69,5000,7.21,36
0,7669.63,12000,7.97,36
0,2912.73,5000,7.35,36
0,0,32625,24.5,60
0,0,6600,12.39,36
0,6903.72,9000,6.19,36
1,17007.24,30000,13.49,60
0,0,9000,15.59,36
0,0,17700,17.99,60
0,1535.13,3600,10.49,36
0,0,4000,7.99,36
0,9244.49,10000,7.02,36
0,0,25000,13.59,60
0,0,11925,20.99,60
0,0,9000,13.65,36
0,0,12800,12.61,60
1,13747.98,23725,24.11,60
0,0,10000,12.49,36
0,0,12000,9.8,36
0,0,16800,17.57,60
0,5419.1,20000,15.05,36
0,0,6400,11.99,36
1,9063.29,10000,20.39,60
0,0,10550,8.39,36
0,0,7450,13.99,36
0,0,24000,19.99,60
0,0,18000,17.57,60
0,0,35000,24.08,60
0,0,20000,7.89,36
0,0,5000,9.16,36
0,3240.37,3600,7.84,36
0,1540.87,4000,9.93,36
1,14838.48,25000,17.99,60
0,0,14400,7.99,36
0,0,14400,13.98,36
0,0,2400,17.09,36
1,24394.3,40000,7.35,36
0,692.06,7200,10.75,36
0,0,25000,10.49,36
0,18574.97,24000,15.05,60
0,0,12000,9.8,36
1,16219.6,18000,13.06,60
1,21680.91,22500,12.73,60
0,0,10550,19.99,36
1,4755.71,7000,11.99,36
1,3099.22,4000,18.45,36
0,0,5000,8.18,36
1,18994.42,25000,11.99,60
0,0,20000,10.78,36
1,16319.43,21000,12.62,60
0,0,8000,14.49,36
1,6470.46,10000,13.49,60
0,0,4200,6.03,36
0,8113.28,22000,10.49,36
0,0,20000,9.16,36
0,6701.21,12875,19.99,60
1,16886.59,35000,16.59,60
1,22345.01,25000,10.07,60
0,2208.31,11000,15.59,36
0,0,5000,15.31,36
0,0,11000,7.21,36
0,4487.51,25700,16.99,36
0,0,20000,12.62,36
0,0,15000,21.99,60
0,0,18000,7.89,36
1,5977.63,20000,13.99,60
0,0,7500,14.65,36
0,0,1000,16.55,36
0,0,35000,15.61,36
0,0,18000,9.99,36
1,7494.4,15000,19.48,60
0,0,3000,13.99,36
0,13923.86,18500,10.41,36
0,0,12000,19.99,60
0,0,8000,8.19,36
0,0,9000,8.39,36
0,0,10000,17.99,36
1,22248.92,25000,18.45,60
0,0,14000,13.49,36
0,652.78,20000,11.47,36
0,0,10000,15.61,60
0,4863.71,10000,13.59,36
0,0,25000,18.55,60
0,2329.61,5000,13.49,36
0,0,17400,18.49,36
0,2607.29,10000,13.99,36
0,0,10000,22.39,60
0,0,15975,13.98,36
0,24103.49,40000,5.32,36
0,0,21000,13.99,60
0,0,6500,13.59,36
1,34832.41,40000,16.01,60
0,0,13825,14.99,36
0,0,13000,26.3,60
0,9493.68,10000,6.46,36
0,0,20000,10.99,36
0,6304.86,21825,13.49,36
0,0,25000,7.89,60
0,8000.02,10800,14.08,60
0,128.03,3850,12.99,36
0,0,30000,12.69,36
0,0,20000,12.39,60
0,0,4600,18.99,36
0,3362.81,5000,9.93,36
0,0,3000,12.99,36
0,0,20975,19.52,60
0,0,25000,22.39,60
0,0,16000,14.03,36
0,31867.97,40000,7.46,36
0,0,19000,13.99,60
1,24858.56,30000,15.05,60
1,23115.83,32000,10.42,60
0,3113.25,4500,10.9,36
1,29682.57,32000,13.56,60
0,4467.55,10000,8.24,36
0,0,20000,6.97,36
0,0,25200,14.49,60
1,16338.73,20000,11.99,60
0,12369.12,19200,9.44,36
1,11944.81,21600,13.99,60
1,23518.22,25000,23.4,36
1,9188.48,32000,11.53,60
0,0,5000,12.49,36
1,8124.48,10000,14.03,36
1,8265.82,15000,13.67,60
0,0,18925,15.61,36
0,0,4000,11.49,36
0,239.8,8000,5.32,36
0,0,7200,12.29,36
0,0,26875,7.89,36
0,0,28000,7.9,36
0,0,10000,11.44,60
0,0,10000,13.59,36
0,0,10000,14.08,60
0,0,5000,7.49,36
0,0,11975,25.8,60
0,1803.27,8000,12.79,36
0,0,28000,9.17,60
1,5350.34,12000,13.44,60
0,2650.31,28800,7.39,36
0,4352.16,5500,5.31,36
0,0,14000,13.33,60
0,0,7500,6.68,36
1,6369.86,10000,7.35,36
0,25338.35,32500,10.9,36
0,0,31100,9.17,36
1,11854.8,16000,22.74,60
0,4875.38,10000,10.42,36
0,0,15000,10.75,36
1,19525.07,20500,10.72,36
0,1758.23,7800,12.79,36
0,0,5000,16.24,36
1,8966.29,30000,13.99,60
0,0,12000,7.89,36
0,0,25000,13.33,36
0,14829.18,21000,21.49,60
0,0,7025,13.67,36
0,0,20000,7.89,36
0,5388.23,10000,10.42,36
0,4504.79,5000,8.46,36
1,22442.51,25000,6.11,36
0,0,35000,13.99,60
0,0,4800,13.49,36
0,9442.27,16000,9.44,36
0,4055.09,7800,5.32,36
0,0,10000,12.99,36
0,5936.8,10000,10.42,36
0,1641.08,6000,8.24,36
0,0,21000,11.99,36
1,3000.32,12000,10.49,36
1,34871.98,40000,6.11,36
0,5587.85,9600,7.21,36
0,0,15000,6.49,36
0,0,27300,11.67,36
0,5289.44,13600,7.99,36
0,0,15000,26.77,60
0,9009.59,10000,8.46,36
0,0,20000,10.07,36
0,0,8000,11.67,36
1,2351.46,3000,21.85,36
0,0,5000,9.93,36
0,0,22400,19.52,36
0,0,17475,17.27,60
0,0,15000,13.59,36
1,3540.13,20000,13.99,60
0,0,14400,15.99,36
0,0,14000,15.31,60
0,0,12125,14.49,36
0,5354.92,12000,15.99,36
1,15616.29,16000,12.98,60
0,370.34,12000,7.39,36
0,0,35000,11.99,36
0,0,12000,14.46,60
1,18378.11,21000,17.47,60
0,0,40000,9.44,36
0,0,9600,7.24,36
0,34871.98,40000,6.11,36
1,18638.59,30000,14.49,60
1,14577.32,19000,13.59,60
0,0,10000,23.87,36
0,0,3000,15.61,36
1,1999.62,4000,14.99,36
1,14148.33,20000,15.99,60
0,2377.69,2500,8.81,36
0,403.22,12000,13.67,36
0,0,20000,9.17,36
0,0,20000,7.26,36
0,1977.78,21000,9.16,36
0,0,4500,19.99,36
0,3672.34,6000,7.97,36
0,0,3200,8.9,36
0,0,4800,10.15,36
0,12372.52,15000,8.46,36
0,0,32000,13.33,60
1,17808.9,19400,15.02,60
0,0,6400,7.89,36
0,0,14000,12.74,36
1,9286.93,10000,11.06,36
1,10463.18,16000,20,36
0,748.23,1000,24.37,36
0,0,10000,12.79,36
0,0,21000,9.17,60
0,0,13275,18.99,60
0,11184.8,15000,7.96,36
0,18788.53,30000,11.99,36
0,0,6000,11.99,36
0,0,25000,6.24,36
0,7690.33,29500,9.99,60
0,26931.02,30000,6.11,36
0,0,12000,7.99,36
0,0,12000,10.99,36
1,6930.11,11000,15.99,60
0,0,7000,11.39,36
0,0,5400,12.74,36
0,0,20000,14.99,60
1,3175.92,10975,25.8,60
0,0,4275,15.61,36
0,0,35000,20.99,60
0,0,5500,18.99,36
0,10731.64,15000,6.71,36
0,0,30000,17.1,60
1,13334.26,26000,10.91,36
0,0,17000,12.05,60
0,7118.43,18000,7.89,60
0,8943.11,12500,6.71,36
0,12187.1,20000,7.21,36
0,0,10000,30.94,60
0,0,5600,9.49,36
0,0,15000,11.44,36
0,0,28000,6.68,36
0,0,11200,16.99,60
0,1642.2,6000,8.24,36
0,0,8000,5.32,36
0,0,35000,17.14,60
1,33311,35075,11.55,60
0,5902.62,10000,9.44,36
0,1672.62,27000,7.89,36
0,0,12000,15.05,60
0,0,35000,22.45,60
0,0,30000,9.75,36
0,4667.11,12000,7.99,36
1,4712.96,6000,13.06,36
1,31771.16,40000,9.93,60
0,0,20000,14.07,60
0,0,22875,20.2,36
0,0,12000,10.99,36
0,0,24000,12.79,36
1,16159.26,20000,12.13,36
1,3536.41,20000,13.98,60
0,0,21000,16.59,60
0,0,12000,11.49,36
0,0,1500,25.82,36
0,0,35000,11.67,60
1,20775.98,24000,9.92,60
1,36598.95,40000,13.56,60
0,0,16000,10.99,36
0,3863.54,12000,13.99,36
0,0,14400,19.03,60
0,0,12000,12.59,60
0,0,14000,11.99,60
0,0,5000,6.62,36
1,5154.34,16000,10.99,60
0,0,10000,14.99,36
0,0,8000,10.99,36
0,4190.75,12000,13.49,36
1,12290.68,15000,12.62,60
0,2634.58,5000,7.21,36
0,9629.06,24000,11.49,36
0,0,20000,17.86,36
0,0,11150,17.57,60
1,13459.63,14000,10.47,60
0,0,6425,19.53,36
0,0,4800,7.39,36
0,1507.94,9000,13.18,36
0,0,15500,10.99,60
0,0,2100,11.99,36
0,0,12000,16.99,60
0,15103.93,20000,14.08,60
0,11119.54,15600,11.49,60
1,7213.67,10000,17.09,36
0,0,10550,15.31,60
0,0,12000,10.99,36
1,11947.08,15000,17.47,36
1,19115.16,25000,16.02,60
0,7974.36,16000,16.29,60
0,0,10500,9.93,36
0,6335.86,10000,14.08,36
0,0,3500,10.99,36
0,0,10000,17.97,36
0,10150.05,12000,13.56,36
0,0,10750,6.08,36
0,11191.02,23500,6.97,60
0,0,6400,13.99,36
0,7217.97,15000,9.93,36
0,0,30000,19.99,36
0,260.95,8000,11.47,36
0,0,21000,14.16,60
1,20249.04,25000,17.09,60
0,0,10000,6.89,36
0,0,15000,10.99,36
0,0,25000,6.39,36
0,0,12800,13.66,60
0,0,35000,11.39,60
0,8112.22,20000,12.74,36
0,0,18000,7.26,36
0,0,26400,14.65,36
0,0,13200,12.74,36
1,5980.89,10500,13.99,60
0,4674.7,7200,10.91,36
1,19068.16,25000,12.62,60
1,1699.44,2500,20,36
0,0,15000,9.17,36
1,13724.57,15000,13.56,60
0,0,5000,9.75,36
0,0,19750,23.13,60
0,20084.38,27000,7.34,36
0,0,35000,11.44,36
1,3093.72,7200,11.39,36
0,8280.88,13000,7.35,36
1,12436.97,14400,15.49,36
0,0,28000,14.99,60
0,1782.13,3000,18.06,36
0,0,12000,11.39,36
0,0,11000,10.99,36
1,5082.02,6000,18.94,36
1,20921.91,25000,30.17,60
1,8288.8,12000,7.34,36
0,0,29000,10.99,60
0,19179.61,22000,6.11,36
0,0,15000,11.53,60
0,0,8400,8.39,36
1,12230.28,12500,16.91,60
0,23281.88,40000,7.21,36
0,0,10000,8.18,36
0,0,20000,14.99,60
0,0,24000,23.99,60
1,7453.11,9600,19.03,36
0,0,7200,12.29,36
0,7787.47,10000,10.56,36
0,0,6000,17.99,36
0,0,10600,20.49,60
0,0,4000,23.1,36
1,19450.67,25600,15.05,60
0,0,6600,11.48,36
1,8254.87,10800,16.02,60
0,0,8000,11.53,36
0,0,3000,16.02,36
0,3803.31,4000,8.46,36
0,0,25200,20.99,60
0,6242.85,10000,19.03,36
1,10647.97,12000,17.47,60
1,18607.97,20000,12.73,36
0,12187.1,20000,7.21,36
0,0,3600,15.61,36
0,0,30000,6.89,36
0,0,6000,13.35,36
1,9134.27,10000,17.97,36
0,6806.33,9000,20.39,36
0,0,36000,11.44,36
0,0,12000,8.39,36
0,0,10000,12.99,36
0,0,3000,12.61,36
0,0,35000,18.55,60
1,15397.2,24000,17.99,60
0,0,21000,8.18,60
0,0,15000,15.59,36
0,0,11500,12.99,60
1,26779.13,36000,7.34,36
